student_code,ielts
3141112,8.72593196775114
3141113,8.144125638002848
3141114,6.419268320085097
3141115,5.458810696153897
3141116,9.303160917043153
3141117,8.075198262924884
3141118,7.168100045567442
3141119,7.049230592690257
3141120,7.0175295460738285
3141121,6.611315366789601
3141122,5.8881791371693994
3141123,7.106291913119548
3141124,5.76329178236657
3141125,5.361738014965223
3141126,6.718806207010328
3141127,5.59236622518583
3141128,8.651318943068162
3141129,6.635959154078426
3141130,7.985261680370271
3141131,6.604707449686812
3141132,7.769780150448937
3141133,7.146012989531989
3141134,5.577884337272925
3141135,6.644199264148135
3141136,6.853297635731404
3141137,6.533397307525093
3141138,7.232604257492651
3141139,7.743006598282815
3141140,4.657703312847305
3141141,7.154497487884535
3141142,6.537070689747758
3141143,5.4234203864149
3141144,7.208421863461411
3141145,8.348444616899968
3141146,7.248564171064899
3141147,5.838212860619334
3141148,5.818984892538973
3141149,6.481052645946185
3141150,5.139748410269869
3141151,4.356752590750677
3141152,9.736904254037514
3141153,7.734456701474854
3141154,8.154938952735844
3141155,6.243231216532808
3141156,8.58104015710207
3141157,5.939582552864295
3141158,8.700290079353637
3141159,6.387048243023857
3141160,7.360596007273463
3141161,5.987149346112892
3141162,6.4508723476899705
3141163,6.494880044833675
3141164,8.447808940214946
3141165,7.257518870862503
3141166,9.109262215832228
3141167,6.977271236599524
3141168,7.9845540161871735
3141169,7.559169130592532
3141170,7.885228406285486
3141171,6.327686534040259
3141172,6.7557418505232905
3141173,6.994751546852323
3141174,5.95158289938487
3141175,5.165071602103085
3141176,7.159419821959559
3141177,8.106328669009228
3141178,7.947468534377151
3141179,5.451116012982485
3141180,7.90878104568948
3141181,5.874039703626212
3141182,7.2094757112305015
3141183,6.079553103410153
3141184,6.855059784482311
3141185,7.32428459531856
3141186,6.964353284281997
3141187,7.570700129903166
3141188,5.415921729704831
3141189,7.618142986397645
3141190,8.76170830468293
3141191,5.300575929937808
3141192,6.212569295081862
3141193,6.856309497364309
3141194,7.1147945034165865
3141195,5.937851613857949
3141196,7.491733614450475
3141197,9.350529245221981
3141198,7.511330860498189
3141199,7.064480057119503
3141200,6.668599453188166
3141201,6.443732071093556
3141202,7.012803444170852
3141203,6.420663825939017
3141204,6.098215773612368
3141205,5.7107446902601415
3141206,6.944535832818891
3141207,6.635412498711882
3141208,6.728642201361457
3141209,5.635284143627606
3141210,6.8910099240225415
3141211,7.476392813941157
3141212,8.083184210359228
3141213,8.0915539824359
3141214,7.040290180682041
3141215,7.242689213995366
3141216,6.49848859796307
3141217,7.79123804488705
3141218,7.26412501125293
3141219,5.354300818087637
3141220,7.235570774567255
3141221,6.0546001223815935
3141222,8.52869850063153
3141223,7.716681907876225
3141224,5.38760578906318
3141225,5.412966549549926
3141226,8.031819755350279
3141227,6.7620118764885175
3141228,7.0280919972647355
3141229,6.868072120755485
3141230,6.816616637873702
3141231,7.166166182535115
3141232,8.04057237619988
3141233,6.9316130207618425
3141234,7.3268984759148585
3141235,8.176617753951433
3141236,8.111586714630475
3141237,5.750096300435169
3141238,6.144406141481878
3141239,6.618045860853589
3141240,6.672613995695808
3141241,6.514131568247113
3141242,8.050010892028649
3141243,7.642074203212118
3141244,6.794018692295691
3141245,7.240311295707571
3141246,7.248513507312558
3141247,7.543861243162907
3141248,8.307109545509178
3141249,5.18580555866815
3141250,6.772511648960518
3141251,7.0239179333106065
3141252,7.986443583195554
3141253,7.139109441094117
3141254,6.6683718148821995
3141255,7.644376080566799
3141256,7.372317794440642
3141257,6.15340214300572
3141258,6.761589409346363
3141259,6.586303560491164
3141260,8.877283087098936
3141261,6.6386643317675
3141262,6.961539089649603
3141263,7.021060443510887
3141264,5.574185302235037
3141265,7.908438632691456
3141266,5.4615452007371035
3141267,6.437242012943218
3141268,9.363454397418813
3141269,7.739169764581514
3141270,7.472540018460672
3141271,6.140830003622172
3141272,5.706197692946466
3141273,5.755002969100199
3141274,6.851390065669487
3141275,6.404538171068854
3141276,5.9278343594828495
3141277,7.971771431682375
3141278,5.663316890657424
3141279,6.781954767882426
3141280,7.260396439585245
3141281,7.110207412105564
3141282,6.41683423529948
3141283,7.217526737368297
3141284,6.909052183230116
3141285,5.908284592734242
3141286,7.54929606788747
3141287,6.766164636180237
3141288,7.441595119033993
3141289,6.529912812953151
3141290,7.529722648635905
3141291,6.873045748933569
3141292,6.07062002932251
3141293,8.161638236799435
3141294,8.05381888573417
3141295,8.867446965989213
3141296,9.296305928332462
3141297,6.993206775509889
3141298,5.683211779003467
3141299,6.4718448406037625
3141300,7.799317393910969
3141301,7.828176452216562
3141302,7.5525898929225175
3141303,6.302470845334284
3141304,5.728757767422488
3141305,6.99729255318898
3141306,6.5669924987366946
3141307,6.746376305304633
3141308,6.533680994086366
3141309,7.384284544693629
3141310,6.8136777553573955
3141311,6.750531371237944
3141312,8.81457107197622
3141313,8.195409960883971
3141314,6.553229918678341
3141315,4.958772269403795
3141316,6.860476615057199
3141317,7.231184490729951
3141318,7.016192823088799
3141319,7.853597627389587
3141320,7.80955173364269
3141321,7.834188188029381
3141322,5.612300921662905
3141323,6.14473482978813
3141324,6.931416709134974
3141325,6.933314562341491
3141326,7.278353523677077
3141327,5.889568616346407
3141328,7.505042436808548
3141329,5.732619221298997
3141330,8.682972749667242
3141331,6.702207600934396
3141332,5.754236050996449
3141333,6.069352164357231
3141334,6.662810530566288
3141335,6.795474730790299
3141336,6.294653407831901
3141337,5.54746771540873
3141338,7.128716878358139
3141339,5.283945664967273
3141340,7.856030402159482
3141341,6.318883439473296
3141342,5.178712103758758
3141343,5.277562245885023
3141344,6.983193296212108
3141345,6.200644189930819
3141346,6.768963065062238
3141347,7.157480626784637
3141348,8.958362754435456
3141349,6.9233734071256094
3141350,7.457920636072315
3141351,6.672829013723195
3141352,8.608941192060175
3141353,7.6027879024058675
3141354,8.979900859068412
3141355,5.863602875248945
3141356,8.342383844182994
3141357,8.58757991708232
3141358,5.906588032725475
3141359,7.253061756205152
3141360,4.287244737895639
3141361,6.8862756869319
3141362,7.416922587992859
3141363,6.776648570866018
3141364,8.334857386101303
3141365,6.0983883080979595
3141366,6.29076573078546
3141367,6.717894402536469
3141368,6.655770987410863
3141369,5.735672147996459
3141370,7.297283182802017
3141371,6.603387119797918
3141372,7.429540040228312
3141373,7.626824984753444
3141374,7.16908324452697
3141375,6.7306463385074915
3141376,7.219077407747568
3141377,7.314975917632253
3141378,5.688296909666535
3141379,6.270870310919914
3141380,6.457235236987485
3141381,6.354876097529837
3141382,7.081493310137072
3141383,6.546029886166423
3141384,7.910874484061055
3141385,6.376888303317065
3141386,7.908131700883283
3141387,7.9674841836085
3141388,6.565858259228219
3141389,6.53816108432074
3141390,7.320208617495726
3141391,4.410709560342956
3141392,7.487201325053154
3141393,6.170641352332059
3141394,8.007659063607264
3141395,6.450754402196738
3141396,7.152632361401375
3141397,7.35952520235838
3141398,7.631782281283046
3141399,7.1118044217205485
3141400,7.818211411788964
3141401,5.807129574542673
3141402,5.954675397438455
3141403,7.327802765179912
3141404,6.291478595759224
3141405,7.7200684122572705
3141406,6.769473873888355
3141407,8.103074049384311
3141408,7.702872620280299
3141409,6.509581877545804
3141410,5.868796339650691
3141411,7.7531326268098
3141412,7.336617572597935
3141413,7.262824724313614
3141414,5.966132161854166
3141415,5.733761650772589
3141416,6.878756542923816
3141417,8.746278539303432
3141418,6.088761808107771
3141419,8.25431452631255
3141420,5.376948592097733
3141421,7.394918251381204
3141422,5.956939033764568
3141423,7.226980053164646
3141424,6.937035872665324
3141425,5.430171356469177
3141426,6.930352582542527
3141427,6.076659150807842
3141428,8.300779122360394
3141429,7.797818913426529
3141430,5.762642255076918
3141431,5.107505292295924
3141432,6.063382265457841
3141433,6.6995749716785875
3141434,8.106831940952912
3141435,6.45893450176553
3141436,6.834875558997282
3141437,6.9095937674482375
3141438,5.809199860792322
3141439,6.129621449454282
3141440,6.129755950767857
3141441,6.1598145848075925
3141442,5.689956693265806
3141443,7.020694852616428
3141444,6.296524696752918
3141445,7.453730744585443
3141446,6.338727314619786
3141447,6.383183699757018
3141448,5.856400002589048
3141449,6.773331832680384
3141450,6.955491843967077
3141451,6.025549450423046
3141452,6.828160000837267
3141453,6.046243642022141
3141454,6.713634832576889
3141455,6.096531331512508
3141456,6.506885563911803
3141457,7.389989558256123
3141458,6.897307969024455
3141459,7.663186377309129
3141460,7.3734744534870815
3141461,8.08633398864357
3141462,6.865715006327048
3141463,7.326220762320016
3141464,4.822189391051365
3141465,7.9763983314102385
3141466,7.5673685857612485
3141467,7.147469983110403
3141468,5.307684943738121
3141469,5.9840110497371946
3141470,4.864264841003402
3141471,6.142324137975796
3141472,3.988457460426304
3141473,6.140444002246486
3141474,8.07738519935622
3141475,6.630870219291586
3141476,6.782432657577642
3141477,6.884194591649557
3141478,6.571464736809293
3141479,5.678260604288014
3141480,8.77787378236864
3141481,6.808929301887153
3141482,6.932241463709782
3141483,7.440493234345857
3141484,6.91813338845619
3141485,7.342193187799451
3141486,6.179625556808639
3141487,5.663400778838611
3141488,9.106201610643996
3141489,6.482308880902589
3141490,6.713078226582633
3141491,5.807013795990888
3141492,7.493677717340398
3141493,6.503661326719614
3141494,6.294799307546736
3141495,5.7956773422420405
3141496,7.047846744544174
3141497,7.2642842662671905
3141498,8.173346144755723
3141499,7.914655213471661
3141500,7.147436424721164
3141501,7.790689012868297
3141502,8.055805712843522
3141503,6.531408373762256
3141504,7.546520150985601
3141505,5.683118922087321
3141506,7.812093118380343
3141507,7.489054977049121
3141508,6.153291331976835
3141509,5.392308883599879
3141510,9.047588161321269
3141511,8.041244756857758
3141512,7.72252709949344
3141513,6.45951645779683
3141514,6.992454417467848
3141515,8.985107892500219
3141516,7.236253379882246
3141517,8.770635844505366
3141518,5.676188168571505
3141519,6.340146930474444
3141520,6.970607561020734
3141521,6.303116313772934
3141522,5.648618046399465
3141523,6.589237079024584
3141524,8.17703470241757
3141525,6.355793859580785
3141526,6.906632652902899
3141527,6.400215709999749
3141528,8.052883528542045
3141529,6.966504699276944
3141530,5.130766566339505
3141531,7.6138182456271375
3141532,7.439798733783651
3141533,6.683802040830369
3141534,5.500307312656241
3141535,8.343763216116919
3141536,5.450543352615216
3141537,7.353408293407301
3141538,6.038872247324347
3141539,7.725012530609618
3141540,7.080900653685109
3141541,6.524260465785661
3141542,7.901983607183745
3141543,6.237303170927052
3141544,6.445003595829871
3141545,5.72630062098705
3141546,5.452088489282997
3141547,6.506455112066017
3141548,6.039683687458257
3141549,7.776048091593903
3141550,9.499646320546018
3141551,6.23179656824402
3141552,6.760581581707166
3141553,6.365041541065194
3141554,7.533545800431819
3141555,7.3420961752791705
3141556,5.842924672324852
3141557,7.6864628114544615
3141558,6.574854254569202
3141559,7.433746507720107
3141560,8.185133994632807
3141561,7.179201199249197
3141562,6.734308121350097
3141563,6.741915120498274
3141564,6.1828773672152
3141565,6.924199988125566
3141566,7.741822065285982
3141567,8.284910130247795
3141568,7.827974560900316
3141569,8.318597525431288
3141570,7.457391734808333
3141571,7.207374707895529
3141572,6.734357462363534
3141573,6.838291639457907
3141574,5.360004540880155
3141575,7.302083417278503
3141576,4.8647115588657375
3141577,7.9362328412488035
3141578,6.292705202139404
3141579,6.865000815366967
3141580,6.914001526008058
3141581,7.720371956275915
3141582,6.979788525696181
3141583,5.531712056481044
3141584,7.993876401421629
3141585,6.557852332845819
3141586,7.253923084068858
3141587,7.6510124272613025
3141588,6.9975581326849525
3141589,6.889124740779249
3141590,7.372851448976328
3141591,6.814656017878123
3141592,8.059425490336821
3141593,8.298002823640434
3141594,5.545192381778799
3141595,8.239239167374095
3141596,7.413176463551623
3141597,7.768445910667639
3141598,6.750773095498921
3141599,8.760118735532819
3141600,6.058723467857003
3141601,6.805562220311954
3141602,8.025908196799103
3141603,7.515212132405171
3141604,6.3107561222189155
3141605,6.645800544516785
3141606,5.140600292971047
3141607,7.139721494527642
3141608,5.950750893784302
3141609,7.857199212236776
3141610,7.149643634942556
3141611,7.491528871600829
3141612,7.4089170212278805
3141613,6.630788010788113
3141614,6.70543656324484
3141615,6.892817946800283
3141616,8.790812197285016
3141617,6.835456907856359
3141618,6.5918307152728675
3141619,8.74786251922508
3141620,6.561992388722255
3141621,5.5082397324738075
3141622,6.380330458598709
3141623,6.63596866778129
3141624,5.9467844925838556
3141625,7.382793617820834
3141626,7.239273521944923
3141627,5.559580157080989
3141628,6.809326996434627
3141629,9.772641161848332
3141630,6.327494284864498
3141631,7.352443732932713
3141632,7.502097897648104
3141633,6.335207345379299
3141634,7.199231812669641
3141635,5.834850225082119
3141636,5.239509897584563
3141637,7.355795768820634
3141638,5.8146630437687445
3141639,5.90945695407696
3141640,6.376597557500774
3141641,7.400173749860898
3141642,5.275788078005322
3141643,9.192978458966396
3141644,7.3556773937775155
3141645,8.643242284909155
3141646,6.433454800001555
3141647,7.009884408557668
3141648,6.673271496430654
3141649,7.781031277436973
3141650,6.40774148373326
3141651,7.470974863803939
3141652,5.820786477334127
3141653,7.488342069991998
3141654,6.785595939911048
3141655,7.538380875688238
3141656,7.638075932599756
3141657,6.267947720740048
3141658,6.799654343881016
3141659,6.830364117898143
3141660,7.675717559103379
3141661,6.262357316647983
3141662,6.4111553954493665
3141663,7.158918405153696
3141664,6.672984182229608
3141665,7.93164478291821
3141666,6.84451277376553
3141667,7.2141429662253564
3141668,7.48900415030616
3141669,6.614848095105442
3141670,5.163053299281799
3141671,5.761499803758487
3141672,8.430427079913406
3141673,5.758231432603311
3141674,7.979192679871059
3141675,8.510486880369985
3141676,5.179369849766746
3141677,7.443370047951099
3141678,6.91059313000242
3141679,7.340105720601203
3141680,8.022344698610894
3141681,8.972173424650354
3141682,6.681279490599976
3141683,6.190626161534823
3141684,7.189749753444448
3141685,5.55516585525443
3141686,9.462293174829659
3141687,7.914806046107143
3141688,6.963909542648325
3141689,7.45624561618535
3141690,7.604387074146245
3141691,5.624428872179342
3141692,5.9303659040536045
3141693,8.002793393242897
3141694,8.192065673935812
3141695,5.058510156439343
3141696,6.8970304661943045
3141697,7.791768298087714
3141698,7.804349896897103
3141699,7.6463780501972245
3141700,7.524526621151625
3141701,7.123075423263772
3141702,5.925669547776599
3141703,6.5449573518651505
3141704,5.757787678083979
3141705,6.118280468141925
3141706,5.802026000689745
3141707,6.391791444987097
3141708,5.384330381019469
3141709,6.539682958742356
3141710,6.647024135422125
3141711,5.46151683412544
3141712,8.891365515423876
3141713,6.692714281188732
3141714,7.8626160621665235
3141715,7.660560198345037
3141716,8.81915863938406
3141717,8.806292701323885
3141718,8.636532892539897
3141719,6.084307298003485
3141720,6.126211097853645
3141721,7.023438591967438
3141722,5.285513846301406
3141723,8.287002498855651
3141724,6.834418925651798
3141725,6.268114924726346
3141726,5.362349400061951
3141727,9.201124759562767
3141728,6.694751087844473
3141729,7.686735820976355
3141730,6.631978525607192
3141731,7.141668404157324
3141732,7.732366512347337
3141733,5.771055590195441
3141734,7.338640823208803
3141735,7.073886189184533
3141736,7.258816268713163
3141737,5.654264159252789
3141738,7.3511397016223725
3141739,7.824813698775117
3141740,7.101017263844486
3141741,6.978727943365806
3141742,6.835132450190661
3141743,8.374481447249133
3141744,6.7977788196457425
3141745,6.708457723395551
3141746,6.159102837291761
3141747,6.521110388292559
3141748,5.868320670496763
3141749,7.906194263087897
3141750,7.631449856569267
3141751,5.23786646895694
3141752,6.042510752696294
3141753,7.711609731366839
3141754,7.084565582416902
3141755,6.537845359480504
3141756,6.329320599949847
3141757,6.169229161126894
3141758,7.397640439178862
3141759,8.480053858645249
3141760,9.143708586588453
3141761,6.065418572717111
3141762,9.035653650625315
3141763,6.17299086571082
3141764,5.719530852223261
3141765,7.132515703559906
3141766,8.971110568017528
3141767,6.945853161865829
3141768,7.767970024336949
3141769,6.492201400099118
3141770,6.904892529438472
3141771,6.118834034257404
3141772,5.840526698006398
3141773,5.957367693714669
3141774,6.274676980448174
3141775,7.800008544384481
3141776,7.467248077019425
3141777,7.1797738924687895
3141778,7.044462449657468
3141779,7.994845547570572
3141780,7.692229964363835
3141781,6.963901781399836
3141782,6.728659764216856
3141783,8.206797043864599
3141784,6.305196895216294
3141785,7.792859292058519
3141786,8.019349620217382
3141787,6.851781646845947
3141788,7.671914992227307
3141789,6.678752190720232
3141790,5.848427579065764
3141791,5.433126112309976
3141792,6.51558810726551
3141793,8.01446606644297
3141794,8.137454749782048
3141795,7.662043690594093
3141796,6.931972361820121
3141797,5.886964904835735
3141798,8.137212288804264
3141799,7.744967138829214
3141800,6.24000201027062
3141801,6.814764566473196
3141802,8.454101205085166
3141803,6.842418416911915
3141804,8.717587883764747
3141805,7.648338306858237
3141806,6.601551537145738
3141807,6.3762876107610165
3141808,6.476534730073189
3141809,7.571495291187025
3141810,7.1237401789471155
3141811,9.038667022880292
3141812,7.105247697433865
3141813,6.332048532414186
3141814,7.985173340879272
3141815,7.417672816852416
3141816,7.594012534931353
3141817,7.782048487328633
3141818,8.002828190578942
3141819,5.901496454428167
3141820,5.9256930477701895
3141821,5.712467848614042
3141822,6.494666891646362
3141823,6.467756934820369
3141824,6.974064895444531
3141825,7.099928252224776
3141826,6.734357602057743
3141827,8.087460054743213
3141828,6.723316686645314
3141829,7.188951234008761
3141830,8.382417799412972
3141831,6.753194854273238
3141832,7.672194398505976
3141833,6.769723506307736
3141834,6.792683063154922
3141835,7.3928927159062985
3141836,7.2164293306732725
3141837,7.241445398961414
3141838,7.117342936372314
3141839,8.48633410674098
3141840,8.350283811649664
3141841,6.7107945862058775
